source_file,modified_file,transformation,parameters,width,height,label
artworks_met/cma_0121_135920.jpg,artworks_met/crop/cma_0121_135920_crop.jpg,crop,center_crop=85%;resize_to_original=true,629,893,plagiarized
artworks_met/cma_0121_135920.jpg,artworks_met/resize/cma_0121_135920_resize.jpg,resize,scale=50%;output_size=314x446;quality=92,629,893,plagiarized
artworks_met/cma_0121_135920.jpg,artworks_met/rotate/cma_0121_135920_rotate.jpg,rotate,angle=10;expand=false,629,893,plagiarized
artworks_met/cma_0121_135920.jpg,artworks_met/watermark/cma_0121_135920_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,629,893,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/blur/cma_0122_128392_blur.jpg,blur,gaussian_radius=3.0,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/brightness/cma_0122_128392_brightness.jpg,brightness,factor=1.35,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/compress/cma_0122_128392_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/contrast/cma_0122_128392_contrast.jpg,contrast,factor=1.40,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/crop/cma_0122_128392_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/resize/cma_0122_128392_resize.jpg,resize,scale=50%;output_size=450x345;quality=92,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/rotate/cma_0122_128392_rotate.jpg,rotate,angle=10;expand=false,900,690,plagiarized
artworks_met/cma_0122_128392.jpg,artworks_met/watermark/cma_0122_128392_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,690,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/blur/cma_0123_128842_blur.jpg,blur,gaussian_radius=3.0,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/brightness/cma_0123_128842_brightness.jpg,brightness,factor=1.35,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/compress/cma_0123_128842_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/contrast/cma_0123_128842_contrast.jpg,contrast,factor=1.40,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/crop/cma_0123_128842_crop.jpg,crop,center_crop=85%;resize_to_original=true,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/resize/cma_0123_128842_resize.jpg,resize,scale=50%;output_size=364x446;quality=92,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/rotate/cma_0123_128842_rotate.jpg,rotate,angle=10;expand=false,727,893,plagiarized
artworks_met/cma_0123_128842.jpg,artworks_met/watermark/cma_0123_128842_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,727,893,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/blur/cma_0124_98823_blur.jpg,blur,gaussian_radius=3.0,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/brightness/cma_0124_98823_brightness.jpg,brightness,factor=1.35,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/compress/cma_0124_98823_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/contrast/cma_0124_98823_contrast.jpg,contrast,factor=1.40,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/crop/cma_0124_98823_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/resize/cma_0124_98823_resize.jpg,resize,scale=50%;output_size=450x338;quality=92,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/rotate/cma_0124_98823_rotate.jpg,rotate,angle=10;expand=false,900,675,plagiarized
artworks_met/cma_0124_98823.jpg,artworks_met/watermark/cma_0124_98823_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,675,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/blur/cma_0125_147938_blur.jpg,blur,gaussian_radius=3.0,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/brightness/cma_0125_147938_brightness.jpg,brightness,factor=1.35,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/compress/cma_0125_147938_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/contrast/cma_0125_147938_contrast.jpg,contrast,factor=1.40,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/crop/cma_0125_147938_crop.jpg,crop,center_crop=85%;resize_to_original=true,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/resize/cma_0125_147938_resize.jpg,resize,scale=50%;output_size=346x450;quality=92,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/rotate/cma_0125_147938_rotate.jpg,rotate,angle=10;expand=false,693,900,plagiarized
artworks_met/cma_0125_147938.jpg,artworks_met/watermark/cma_0125_147938_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,693,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/blur/cma_0126_153603_blur.jpg,blur,gaussian_radius=3.0,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/brightness/cma_0126_153603_brightness.jpg,brightness,factor=1.35,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/compress/cma_0126_153603_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/contrast/cma_0126_153603_contrast.jpg,contrast,factor=1.40,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/crop/cma_0126_153603_crop.jpg,crop,center_crop=85%;resize_to_original=true,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/resize/cma_0126_153603_resize.jpg,resize,scale=50%;output_size=390x450;quality=92,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/rotate/cma_0126_153603_rotate.jpg,rotate,angle=10;expand=false,779,900,plagiarized
artworks_met/cma_0126_153603.jpg,artworks_met/watermark/cma_0126_153603_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,779,900,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/blur/cma_0127_155860_blur.jpg,blur,gaussian_radius=3.0,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/brightness/cma_0127_155860_brightness.jpg,brightness,factor=1.35,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/compress/cma_0127_155860_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/contrast/cma_0127_155860_contrast.jpg,contrast,factor=1.40,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/crop/cma_0127_155860_crop.jpg,crop,center_crop=85%;resize_to_original=true,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/resize/cma_0127_155860_resize.jpg,resize,scale=50%;output_size=360x446;quality=92,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/rotate/cma_0127_155860_rotate.jpg,rotate,angle=10;expand=false,719,893,plagiarized
artworks_met/cma_0127_155860.jpg,artworks_met/watermark/cma_0127_155860_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,719,893,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/blur/cma_0128_160289_blur.jpg,blur,gaussian_radius=3.0,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/brightness/cma_0128_160289_brightness.jpg,brightness,factor=1.35,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/compress/cma_0128_160289_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/contrast/cma_0128_160289_contrast.jpg,contrast,factor=1.40,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/crop/cma_0128_160289_crop.jpg,crop,center_crop=85%;resize_to_original=true,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/resize/cma_0128_160289_resize.jpg,resize,scale=50%;output_size=212x450;quality=92,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/rotate/cma_0128_160289_rotate.jpg,rotate,angle=10;expand=false,425,900,plagiarized
artworks_met/cma_0128_160289.jpg,artworks_met/watermark/cma_0128_160289_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,425,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/blur/cma_0129_135538_blur.jpg,blur,gaussian_radius=3.0,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/brightness/cma_0129_135538_brightness.jpg,brightness,factor=1.35,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/compress/cma_0129_135538_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/contrast/cma_0129_135538_contrast.jpg,contrast,factor=1.40,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/crop/cma_0129_135538_crop.jpg,crop,center_crop=85%;resize_to_original=true,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/resize/cma_0129_135538_resize.jpg,resize,scale=50%;output_size=344x450;quality=92,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/rotate/cma_0129_135538_rotate.jpg,rotate,angle=10;expand=false,689,900,plagiarized
artworks_met/cma_0129_135538.jpg,artworks_met/watermark/cma_0129_135538_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,689,900,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/blur/cma_0130_142792_blur.jpg,blur,gaussian_radius=3.0,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/brightness/cma_0130_142792_brightness.jpg,brightness,factor=1.35,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/compress/cma_0130_142792_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/contrast/cma_0130_142792_contrast.jpg,contrast,factor=1.40,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/crop/cma_0130_142792_crop.jpg,crop,center_crop=85%;resize_to_original=true,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/resize/cma_0130_142792_resize.jpg,resize,scale=50%;output_size=375x320;quality=92,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/rotate/cma_0130_142792_rotate.jpg,rotate,angle=10;expand=false,750,640,plagiarized
artworks_met/cma_0130_142792.jpg,artworks_met/watermark/cma_0130_142792_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,750,640,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/blur/cma_0131_283088_blur.jpg,blur,gaussian_radius=3.0,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/brightness/cma_0131_283088_brightness.jpg,brightness,factor=1.35,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/compress/cma_0131_283088_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/contrast/cma_0131_283088_contrast.jpg,contrast,factor=1.40,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/crop/cma_0131_283088_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/resize/cma_0131_283088_resize.jpg,resize,scale=50%;output_size=450x264;quality=92,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/rotate/cma_0131_283088_rotate.jpg,rotate,angle=10;expand=false,900,527,plagiarized
artworks_met/cma_0131_283088.jpg,artworks_met/watermark/cma_0131_283088_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,527,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/blur/cma_0132_145412_blur.jpg,blur,gaussian_radius=3.0,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/brightness/cma_0132_145412_brightness.jpg,brightness,factor=1.35,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/compress/cma_0132_145412_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/contrast/cma_0132_145412_contrast.jpg,contrast,factor=1.40,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/crop/cma_0132_145412_crop.jpg,crop,center_crop=85%;resize_to_original=true,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/resize/cma_0132_145412_resize.jpg,resize,scale=50%;output_size=339x450;quality=92,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/rotate/cma_0132_145412_rotate.jpg,rotate,angle=10;expand=false,678,900,plagiarized
artworks_met/cma_0132_145412.jpg,artworks_met/watermark/cma_0132_145412_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,678,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/blur/cma_0133_103366_blur.jpg,blur,gaussian_radius=3.0,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/brightness/cma_0133_103366_brightness.jpg,brightness,factor=1.35,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/compress/cma_0133_103366_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/contrast/cma_0133_103366_contrast.jpg,contrast,factor=1.40,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/crop/cma_0133_103366_crop.jpg,crop,center_crop=85%;resize_to_original=true,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/resize/cma_0133_103366_resize.jpg,resize,scale=50%;output_size=372x450;quality=92,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/rotate/cma_0133_103366_rotate.jpg,rotate,angle=10;expand=false,743,900,plagiarized
artworks_met/cma_0133_103366.jpg,artworks_met/watermark/cma_0133_103366_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,743,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/blur/cma_0134_119143_blur.jpg,blur,gaussian_radius=3.0,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/brightness/cma_0134_119143_brightness.jpg,brightness,factor=1.35,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/compress/cma_0134_119143_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/contrast/cma_0134_119143_contrast.jpg,contrast,factor=1.40,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/crop/cma_0134_119143_crop.jpg,crop,center_crop=85%;resize_to_original=true,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/resize/cma_0134_119143_resize.jpg,resize,scale=50%;output_size=344x450;quality=92,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/rotate/cma_0134_119143_rotate.jpg,rotate,angle=10;expand=false,688,900,plagiarized
artworks_met/cma_0134_119143.jpg,artworks_met/watermark/cma_0134_119143_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,688,900,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/blur/cma_0135_138885_blur.jpg,blur,gaussian_radius=3.0,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/brightness/cma_0135_138885_brightness.jpg,brightness,factor=1.35,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/compress/cma_0135_138885_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/contrast/cma_0135_138885_contrast.jpg,contrast,factor=1.40,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/crop/cma_0135_138885_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/resize/cma_0135_138885_resize.jpg,resize,scale=50%;output_size=450x305;quality=92,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/rotate/cma_0135_138885_rotate.jpg,rotate,angle=10;expand=false,900,610,plagiarized
artworks_met/cma_0135_138885.jpg,artworks_met/watermark/cma_0135_138885_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,610,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/blur/cma_0136_140078_blur.jpg,blur,gaussian_radius=3.0,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/brightness/cma_0136_140078_brightness.jpg,brightness,factor=1.35,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/compress/cma_0136_140078_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/contrast/cma_0136_140078_contrast.jpg,contrast,factor=1.40,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/crop/cma_0136_140078_crop.jpg,crop,center_crop=85%;resize_to_original=true,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/resize/cma_0136_140078_resize.jpg,resize,scale=50%;output_size=622x446;quality=92,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/rotate/cma_0136_140078_rotate.jpg,rotate,angle=10;expand=false,1245,893,plagiarized
artworks_met/cma_0136_140078.jpg,artworks_met/watermark/cma_0136_140078_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1245,893,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/blur/cma_0137_142560_blur.jpg,blur,gaussian_radius=3.0,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/brightness/cma_0137_142560_brightness.jpg,brightness,factor=1.35,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/compress/cma_0137_142560_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/contrast/cma_0137_142560_contrast.jpg,contrast,factor=1.40,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/crop/cma_0137_142560_crop.jpg,crop,center_crop=85%;resize_to_original=true,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/resize/cma_0137_142560_resize.jpg,resize,scale=50%;output_size=342x450;quality=92,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/rotate/cma_0137_142560_rotate.jpg,rotate,angle=10;expand=false,685,900,plagiarized
artworks_met/cma_0137_142560.jpg,artworks_met/watermark/cma_0137_142560_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,685,900,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/blur/cma_0138_129799_blur.jpg,blur,gaussian_radius=3.0,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/brightness/cma_0138_129799_brightness.jpg,brightness,factor=1.35,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/compress/cma_0138_129799_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/contrast/cma_0138_129799_contrast.jpg,contrast,factor=1.40,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/crop/cma_0138_129799_crop.jpg,crop,center_crop=85%;resize_to_original=true,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/resize/cma_0138_129799_resize.jpg,resize,scale=50%;output_size=632x398;quality=92,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/rotate/cma_0138_129799_rotate.jpg,rotate,angle=10;expand=false,1263,797,plagiarized
artworks_met/cma_0138_129799.jpg,artworks_met/watermark/cma_0138_129799_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1263,797,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/blur/cma_0139_148021_blur.jpg,blur,gaussian_radius=3.0,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/brightness/cma_0139_148021_brightness.jpg,brightness,factor=1.35,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/compress/cma_0139_148021_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/contrast/cma_0139_148021_contrast.jpg,contrast,factor=1.40,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/crop/cma_0139_148021_crop.jpg,crop,center_crop=85%;resize_to_original=true,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/resize/cma_0139_148021_resize.jpg,resize,scale=50%;output_size=304x446;quality=92,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/rotate/cma_0139_148021_rotate.jpg,rotate,angle=10;expand=false,607,893,plagiarized
artworks_met/cma_0139_148021.jpg,artworks_met/watermark/cma_0139_148021_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,607,893,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/blur/cma_0140_119132_blur.jpg,blur,gaussian_radius=3.0,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/brightness/cma_0140_119132_brightness.jpg,brightness,factor=1.35,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/compress/cma_0140_119132_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/contrast/cma_0140_119132_contrast.jpg,contrast,factor=1.40,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/crop/cma_0140_119132_crop.jpg,crop,center_crop=85%;resize_to_original=true,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/resize/cma_0140_119132_resize.jpg,resize,scale=50%;output_size=344x450;quality=92,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/rotate/cma_0140_119132_rotate.jpg,rotate,angle=10;expand=false,687,900,plagiarized
artworks_met/cma_0140_119132.jpg,artworks_met/watermark/cma_0140_119132_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,687,900,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/blur/cma_0141_98627_blur.jpg,blur,gaussian_radius=3.0,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/brightness/cma_0141_98627_brightness.jpg,brightness,factor=1.35,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/compress/cma_0141_98627_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/contrast/cma_0141_98627_contrast.jpg,contrast,factor=1.40,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/crop/cma_0141_98627_crop.jpg,crop,center_crop=85%;resize_to_original=true,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/resize/cma_0141_98627_resize.jpg,resize,scale=50%;output_size=254x446;quality=92,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/rotate/cma_0141_98627_rotate.jpg,rotate,angle=10;expand=false,507,893,plagiarized
artworks_met/cma_0141_98627.jpg,artworks_met/watermark/cma_0141_98627_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,507,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/blur/cma_0142_145450_blur.jpg,blur,gaussian_radius=3.0,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/brightness/cma_0142_145450_brightness.jpg,brightness,factor=1.35,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/compress/cma_0142_145450_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/contrast/cma_0142_145450_contrast.jpg,contrast,factor=1.40,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/crop/cma_0142_145450_crop.jpg,crop,center_crop=85%;resize_to_original=true,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/resize/cma_0142_145450_resize.jpg,resize,scale=50%;output_size=386x446;quality=92,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/rotate/cma_0142_145450_rotate.jpg,rotate,angle=10;expand=false,772,893,plagiarized
artworks_met/cma_0142_145450.jpg,artworks_met/watermark/cma_0142_145450_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,772,893,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/blur/cma_0143_149146_blur.jpg,blur,gaussian_radius=3.0,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/brightness/cma_0143_149146_brightness.jpg,brightness,factor=1.35,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/compress/cma_0143_149146_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/contrast/cma_0143_149146_contrast.jpg,contrast,factor=1.40,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/crop/cma_0143_149146_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/resize/cma_0143_149146_resize.jpg,resize,scale=50%;output_size=450x436;quality=92,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/rotate/cma_0143_149146_rotate.jpg,rotate,angle=10;expand=false,900,871,plagiarized
artworks_met/cma_0143_149146.jpg,artworks_met/watermark/cma_0143_149146_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,871,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/blur/cma_0144_127239_blur.jpg,blur,gaussian_radius=3.0,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/brightness/cma_0144_127239_brightness.jpg,brightness,factor=1.35,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/compress/cma_0144_127239_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/contrast/cma_0144_127239_contrast.jpg,contrast,factor=1.40,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/crop/cma_0144_127239_crop.jpg,crop,center_crop=85%;resize_to_original=true,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/resize/cma_0144_127239_resize.jpg,resize,scale=50%;output_size=458x446;quality=92,915,893,plagiarized
artworks_met/cma_0144_127239.jpg,artworks_met/rotate/cma_0144_127239_rotate.jpg,rotate,angle=10;expand=false,915,893,plagiarized
