image_a,image_b,label,transformation,pair_type
artworks_met/met_0025_253337.jpg,artworks_met/brightness/met_0026_253338_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0026_253338.jpg,artworks_met/brightness/met_0026_253338_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0026_253338.jpg,artworks_met/brightness/met_0027_254440_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0027_254440.jpg,artworks_met/brightness/met_0027_254440_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0027_254440.jpg,artworks_met/brightness/met_0028_256186_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0028_256186.jpg,artworks_met/brightness/met_0028_256186_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0028_256186.jpg,artworks_met/brightness/met_0029_351287_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0029_351287.jpg,artworks_met/brightness/met_0029_351287_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0029_351287.jpg,artworks_met/brightness/met_0030_394633_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0030_394633.jpg,artworks_met/brightness/met_0030_394633_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0030_394633.jpg,artworks_met/brightness/met_0031_394741_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0031_394741.jpg,artworks_met/brightness/met_0031_394741_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0031_394741.jpg,artworks_met/brightness/met_0032_435641_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0032_435641.jpg,artworks_met/brightness/met_0032_435641_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0032_435641.jpg,artworks_met/brightness/met_0033_435658_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0033_435658.jpg,artworks_met/brightness/met_0033_435658_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0033_435658.jpg,artworks_met/brightness/met_0034_435744_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0034_435744.jpg,artworks_met/brightness/met_0034_435744_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0034_435744.jpg,artworks_met/brightness/met_0035_435810_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0035_435810.jpg,artworks_met/brightness/met_0035_435810_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0035_435810.jpg,artworks_met/brightness/met_0036_435992_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0036_435992.jpg,artworks_met/brightness/met_0036_435992_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0036_435992.jpg,artworks_met/brightness/met_0037_436122_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0037_436122.jpg,artworks_met/brightness/met_0037_436122_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0037_436122.jpg,artworks_met/brightness/met_0038_436258_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0038_436258.jpg,artworks_met/brightness/met_0038_436258_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0038_436258.jpg,artworks_met/brightness/met_0039_436262_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0039_436262.jpg,artworks_met/brightness/met_0039_436262_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0039_436262.jpg,artworks_met/brightness/met_0040_436541_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0040_436541.jpg,artworks_met/brightness/met_0040_436541_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0040_436541.jpg,artworks_met/brightness/met_0041_436572_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0041_436572.jpg,artworks_met/brightness/met_0041_436572_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0041_436572.jpg,artworks_met/brightness/met_0042_436576_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0042_436576.jpg,artworks_met/brightness/met_0042_436576_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0042_436576.jpg,artworks_met/brightness/met_0043_436580_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0043_436580.jpg,artworks_met/brightness/met_0043_436580_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0043_436580.jpg,artworks_met/brightness/met_0044_436906_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0044_436906.jpg,artworks_met/brightness/met_0044_436906_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0044_436906.jpg,artworks_met/brightness/met_0045_446568_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0045_446568.jpg,artworks_met/brightness/met_0045_446568_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0045_446568.jpg,artworks_met/brightness/met_0046_448461_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0046_448461.jpg,artworks_met/brightness/met_0046_448461_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0046_448461.jpg,artworks_met/brightness/met_0047_448463_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0047_448463.jpg,artworks_met/brightness/met_0047_448463_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0047_448463.jpg,artworks_met/brightness/met_0048_449863_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0048_449863.jpg,artworks_met/brightness/met_0048_449863_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0048_449863.jpg,artworks_met/brightness/met_0049_451023_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0049_451023.jpg,artworks_met/brightness/met_0049_451023_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0049_451023.jpg,artworks_met/brightness/met_0050_451259_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0050_451259.jpg,artworks_met/brightness/met_0050_451259_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0050_451259.jpg,artworks_met/brightness/met_0051_451260_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0051_451260.jpg,artworks_met/brightness/met_0051_451260_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0051_451260.jpg,artworks_met/brightness/met_0052_451268_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0052_451268.jpg,artworks_met/brightness/met_0052_451268_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0052_451268.jpg,artworks_met/brightness/met_0053_451725_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0053_451725.jpg,artworks_met/brightness/met_0053_451725_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0053_451725.jpg,artworks_met/brightness/met_0054_452668_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0054_452668.jpg,artworks_met/brightness/met_0054_452668_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0054_452668.jpg,artworks_met/brightness/met_0055_452948_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0055_452948.jpg,artworks_met/brightness/met_0055_452948_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0055_452948.jpg,artworks_met/brightness/met_0056_453183_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0056_453183.jpg,artworks_met/brightness/met_0056_453183_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0056_453183.jpg,artworks_met/brightness/met_0057_453250_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0057_453250.jpg,artworks_met/brightness/met_0057_453250_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0057_453250.jpg,artworks_met/brightness/met_0058_453336_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0058_453336.jpg,artworks_met/brightness/met_0058_453336_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0058_453336.jpg,artworks_met/brightness/met_0059_453351_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0059_453351.jpg,artworks_met/brightness/met_0059_453351_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0059_453351.jpg,artworks_met/brightness/met_0060_454624_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0060_454624.jpg,artworks_met/brightness/met_0060_454624_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0060_454624.jpg,artworks_met/brightness/met_0061_456949_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0061_456949.jpg,artworks_met/brightness/met_0061_456949_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0061_456949.jpg,artworks_met/brightness/met_0062_466105_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0062_466105.jpg,artworks_met/brightness/met_0062_466105_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0062_466105.jpg,artworks_met/brightness/met_0063_472310_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0063_472310.jpg,artworks_met/brightness/met_0063_472310_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0063_472310.jpg,artworks_met/brightness/met_0064_544502_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0064_544502.jpg,artworks_met/brightness/met_0064_544502_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0064_544502.jpg,artworks_met/brightness/met_0065_547758_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0065_547758.jpg,artworks_met/brightness/met_0065_547758_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0065_547758.jpg,artworks_met/brightness/met_0066_556954_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0066_556954.jpg,artworks_met/brightness/met_0066_556954_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0066_556954.jpg,artworks_met/brightness/met_0067_691053_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0067_691053.jpg,artworks_met/brightness/met_0067_691053_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0067_691053.jpg,artworks_met/brightness/met_0068_910555_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/met_0068_910555.jpg,artworks_met/brightness/met_0068_910555_brightness.jpg,plagiarized,brightness,positive
artworks_met/met_0068_910555.jpg,artworks_met/brightness/cma_0069_94979_brightness.jpg,not_plagiarized,brightness,negative
artworks_met/cma_0069_94979.jpg,artworks_met/compress/cma_0069_94979_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0069_94979.jpg,artworks_met/compress/cma_0070_102578_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0070_102578.jpg,artworks_met/compress/cma_0070_102578_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0070_102578.jpg,artworks_met/compress/cma_0071_92937_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0071_92937.jpg,artworks_met/compress/cma_0071_92937_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0071_92937.jpg,artworks_met/compress/cma_0072_151904_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0072_151904.jpg,artworks_met/compress/cma_0072_151904_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0072_151904.jpg,artworks_met/compress/cma_0073_110180_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0073_110180.jpg,artworks_met/compress/cma_0073_110180_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0073_110180.jpg,artworks_met/compress/cma_0074_137259_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0074_137259.jpg,artworks_met/compress/cma_0074_137259_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0074_137259.jpg,artworks_met/compress/cma_0075_141639_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0075_141639.jpg,artworks_met/compress/cma_0075_141639_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0075_141639.jpg,artworks_met/compress/cma_0076_149410_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0076_149410.jpg,artworks_met/compress/cma_0076_149410_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0076_149410.jpg,artworks_met/compress/cma_0077_149112_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0077_149112.jpg,artworks_met/compress/cma_0077_149112_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0077_149112.jpg,artworks_met/compress/cma_0078_125249_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0078_125249.jpg,artworks_met/compress/cma_0078_125249_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0078_125249.jpg,artworks_met/compress/cma_0079_135299_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0079_135299.jpg,artworks_met/compress/cma_0079_135299_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0079_135299.jpg,artworks_met/compress/cma_0080_93014_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0080_93014.jpg,artworks_met/compress/cma_0080_93014_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0080_93014.jpg,artworks_met/compress/cma_0081_135382_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0081_135382.jpg,artworks_met/compress/cma_0081_135382_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0081_135382.jpg,artworks_met/compress/cma_0082_128391_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0082_128391.jpg,artworks_met/compress/cma_0082_128391_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0082_128391.jpg,artworks_met/compress/cma_0083_140161_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0083_140161.jpg,artworks_met/compress/cma_0083_140161_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0083_140161.jpg,artworks_met/compress/cma_0084_125104_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0084_125104.jpg,artworks_met/compress/cma_0084_125104_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0084_125104.jpg,artworks_met/compress/cma_0085_138464_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0085_138464.jpg,artworks_met/compress/cma_0085_138464_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0085_138464.jpg,artworks_met/compress/cma_0086_127571_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0086_127571.jpg,artworks_met/compress/cma_0086_127571_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0086_127571.jpg,artworks_met/compress/cma_0087_109245_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0087_109245.jpg,artworks_met/compress/cma_0087_109245_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0087_109245.jpg,artworks_met/compress/cma_0088_122349_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0088_122349.jpg,artworks_met/compress/cma_0088_122349_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0088_122349.jpg,artworks_met/compress/cma_0089_160885_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0089_160885.jpg,artworks_met/compress/cma_0089_160885_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0089_160885.jpg,artworks_met/compress/cma_0090_140408_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0090_140408.jpg,artworks_met/compress/cma_0090_140408_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0090_140408.jpg,artworks_met/compress/cma_0091_117032_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0091_117032.jpg,artworks_met/compress/cma_0091_117032_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0091_117032.jpg,artworks_met/compress/cma_0092_135428_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0092_135428.jpg,artworks_met/compress/cma_0092_135428_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0092_135428.jpg,artworks_met/compress/cma_0093_131819_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0093_131819.jpg,artworks_met/compress/cma_0093_131819_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0093_131819.jpg,artworks_met/compress/cma_0094_150389_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0094_150389.jpg,artworks_met/compress/cma_0094_150389_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0094_150389.jpg,artworks_met/compress/cma_0095_148758_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0095_148758.jpg,artworks_met/compress/cma_0095_148758_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0095_148758.jpg,artworks_met/compress/cma_0096_138359_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0096_138359.jpg,artworks_met/compress/cma_0096_138359_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0096_138359.jpg,artworks_met/compress/cma_0097_98268_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0097_98268.jpg,artworks_met/compress/cma_0097_98268_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0097_98268.jpg,artworks_met/compress/cma_0098_122351_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0098_122351.jpg,artworks_met/compress/cma_0098_122351_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0098_122351.jpg,artworks_met/compress/cma_0099_126769_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0099_126769.jpg,artworks_met/compress/cma_0099_126769_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0099_126769.jpg,artworks_met/compress/cma_0100_135661_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0100_135661.jpg,artworks_met/compress/cma_0100_135661_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0100_135661.jpg,artworks_met/compress/cma_0101_135214_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0101_135214.jpg,artworks_met/compress/cma_0101_135214_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0101_135214.jpg,artworks_met/compress/cma_0102_97155_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0102_97155.jpg,artworks_met/compress/cma_0102_97155_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0102_97155.jpg,artworks_met/compress/cma_0103_134072_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0103_134072.jpg,artworks_met/compress/cma_0103_134072_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0103_134072.jpg,artworks_met/compress/cma_0104_124089_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0104_124089.jpg,artworks_met/compress/cma_0104_124089_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0104_124089.jpg,artworks_met/compress/cma_0105_136510_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0105_136510.jpg,artworks_met/compress/cma_0105_136510_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0105_136510.jpg,artworks_met/compress/cma_0106_155783_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0106_155783.jpg,artworks_met/compress/cma_0106_155783_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0106_155783.jpg,artworks_met/compress/cma_0107_136911_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0107_136911.jpg,artworks_met/compress/cma_0107_136911_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0107_136911.jpg,artworks_met/compress/cma_0108_147017_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0108_147017.jpg,artworks_met/compress/cma_0108_147017_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0108_147017.jpg,artworks_met/compress/cma_0109_143602_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0109_143602.jpg,artworks_met/compress/cma_0109_143602_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0109_143602.jpg,artworks_met/compress/cma_0110_135539_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0110_135539.jpg,artworks_met/compress/cma_0110_135539_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0110_135539.jpg,artworks_met/compress/cma_0111_149768_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0111_149768.jpg,artworks_met/compress/cma_0111_149768_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0111_149768.jpg,artworks_met/compress/cma_0112_156112_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0112_156112.jpg,artworks_met/compress/cma_0112_156112_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0112_156112.jpg,artworks_met/compress/cma_0113_111811_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0113_111811.jpg,artworks_met/compress/cma_0113_111811_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0113_111811.jpg,artworks_met/compress/cma_0114_155665_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0114_155665.jpg,artworks_met/compress/cma_0114_155665_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0114_155665.jpg,artworks_met/compress/cma_0115_122338_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0115_122338.jpg,artworks_met/compress/cma_0115_122338_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0115_122338.jpg,artworks_met/compress/cma_0116_123985_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0116_123985.jpg,artworks_met/compress/cma_0116_123985_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0116_123985.jpg,artworks_met/compress/cma_0117_149665_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0117_149665.jpg,artworks_met/compress/cma_0117_149665_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0117_149665.jpg,artworks_met/compress/cma_0118_171296_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0118_171296.jpg,artworks_met/compress/cma_0118_171296_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0118_171296.jpg,artworks_met/compress/cma_0119_148753_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0119_148753.jpg,artworks_met/compress/cma_0119_148753_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0119_148753.jpg,artworks_met/compress/cma_0120_106841_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0120_106841.jpg,artworks_met/compress/cma_0120_106841_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0120_106841.jpg,artworks_met/compress/cma_0121_135920_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0121_135920.jpg,artworks_met/compress/cma_0121_135920_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0121_135920.jpg,artworks_met/compress/cma_0122_128392_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0122_128392.jpg,artworks_met/compress/cma_0122_128392_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0122_128392.jpg,artworks_met/compress/cma_0123_128842_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0123_128842.jpg,artworks_met/compress/cma_0123_128842_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0123_128842.jpg,artworks_met/compress/cma_0124_98823_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0124_98823.jpg,artworks_met/compress/cma_0124_98823_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0124_98823.jpg,artworks_met/compress/cma_0125_147938_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0125_147938.jpg,artworks_met/compress/cma_0125_147938_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0125_147938.jpg,artworks_met/compress/cma_0126_153603_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0126_153603.jpg,artworks_met/compress/cma_0126_153603_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0126_153603.jpg,artworks_met/compress/cma_0127_155860_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0127_155860.jpg,artworks_met/compress/cma_0127_155860_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0127_155860.jpg,artworks_met/compress/cma_0128_160289_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0128_160289.jpg,artworks_met/compress/cma_0128_160289_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0128_160289.jpg,artworks_met/compress/cma_0129_135538_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0129_135538.jpg,artworks_met/compress/cma_0129_135538_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0129_135538.jpg,artworks_met/compress/cma_0130_142792_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0130_142792.jpg,artworks_met/compress/cma_0130_142792_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0130_142792.jpg,artworks_met/compress/cma_0131_283088_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0131_283088.jpg,artworks_met/compress/cma_0131_283088_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0131_283088.jpg,artworks_met/compress/cma_0132_145412_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0132_145412.jpg,artworks_met/compress/cma_0132_145412_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0132_145412.jpg,artworks_met/compress/cma_0133_103366_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0133_103366.jpg,artworks_met/compress/cma_0133_103366_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0133_103366.jpg,artworks_met/compress/cma_0134_119143_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0134_119143.jpg,artworks_met/compress/cma_0134_119143_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0134_119143.jpg,artworks_met/compress/cma_0135_138885_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0135_138885.jpg,artworks_met/compress/cma_0135_138885_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0135_138885.jpg,artworks_met/compress/cma_0136_140078_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0136_140078.jpg,artworks_met/compress/cma_0136_140078_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0136_140078.jpg,artworks_met/compress/cma_0137_142560_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0137_142560.jpg,artworks_met/compress/cma_0137_142560_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0137_142560.jpg,artworks_met/compress/cma_0138_129799_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0138_129799.jpg,artworks_met/compress/cma_0138_129799_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0138_129799.jpg,artworks_met/compress/cma_0139_148021_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0139_148021.jpg,artworks_met/compress/cma_0139_148021_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0139_148021.jpg,artworks_met/compress/cma_0140_119132_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0140_119132.jpg,artworks_met/compress/cma_0140_119132_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0140_119132.jpg,artworks_met/compress/cma_0141_98627_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0141_98627.jpg,artworks_met/compress/cma_0141_98627_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0141_98627.jpg,artworks_met/compress/cma_0142_145450_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0142_145450.jpg,artworks_met/compress/cma_0142_145450_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0142_145450.jpg,artworks_met/compress/cma_0143_149146_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0143_149146.jpg,artworks_met/compress/cma_0143_149146_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0143_149146.jpg,artworks_met/compress/cma_0144_127239_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0144_127239.jpg,artworks_met/compress/cma_0144_127239_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0144_127239.jpg,artworks_met/compress/cma_0145_146148_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0145_146148.jpg,artworks_met/compress/cma_0145_146148_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0145_146148.jpg,artworks_met/compress/cma_0146_113202_compress.jpg,not_plagiarized,compress,negative
artworks_met/cma_0146_113202.jpg,artworks_met/compress/cma_0146_113202_compress.jpg,plagiarized,compress,positive
artworks_met/cma_0146_113202.jpg,artworks_met/compress/cma_0147_143165_compress.jpg,not_plagiarized,compress,negative
