image_id,file_path,object_id,title,artist,date,medium,department,source_url,image_url,license,source
cma_145463,artworks_met/cma_0152_145463.jpg,145463,Danaë,"Orazio Gentileschi (Italian, 1563–1639)",c. 1623,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1971.101,https://openaccess-cdn.clevelandart.org/1971.101/1971.101_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_159234,artworks_met/cma_0153_159234.jpg,159234,Crucifix with Scenes of the Passion,,c. 1230–40,tempera with gold on panel,Medieval Art,https://clevelandart.org/art/1995.5,https://openaccess-cdn.clevelandart.org/1995.5/1995.5_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_106088,artworks_met/cma_0154_106088.jpg,106088,Early Morning After a Storm at Sea,"Winslow Homer (American, 1836–1910)",1900–1903,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1924.195,https://openaccess-cdn.clevelandart.org/1924.195/1924.195_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_115405,artworks_met/cma_0155_115405.jpg,115405,The Pigeon Tower at Bellevue,"Paul Cezanne (French, 1839–1906)",1890,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1936.19,https://openaccess-cdn.clevelandart.org/1936.19/1936.19_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135310,artworks_met/cma_0156_135310.jpg,135310,Two Poplars in the Alpilles near Saint-Rémy,"Vincent van Gogh (Dutch, 1853–1890)",1889,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1958.32,https://openaccess-cdn.clevelandart.org/1958.32/1958.32_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_152834,artworks_met/cma_0157_152834.jpg,152834,Sideboard,"Joseph Alexis Bailly (American, 1825–1883)",c. 1855,walnut,Decorative Art and Design,https://clevelandart.org/art/1985.72,https://openaccess-cdn.clevelandart.org/1985.72/1985.72_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_130130,artworks_met/cma_0158_130130.jpg,130130,Cup with Daoist Figures,,1736–95,Pale greenish-white jade,Chinese Art,https://clevelandart.org/art/1952.510,https://openaccess-cdn.clevelandart.org/1952.510/1952.510_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_144743,artworks_met/cma_0159_144743.jpg,144743,A Hare and a Leg of Lamb,"Jean-Baptiste Oudry (French, 1686–1755)",1742,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1969.53,https://openaccess-cdn.clevelandart.org/1969.53/1969.53_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_153765,artworks_met/cma_0160_153765.jpg,153765,Commemorative figure (lefem),"Ateu Atsa (Bangwa, c. 1840–1910)",mid-1800s–1910,wood,African Art,https://clevelandart.org/art/1987.62,https://openaccess-cdn.clevelandart.org/1987.62/1987.62_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_114974,artworks_met/cma_0161_114974.jpg,114974,Buddha Calling on Earth to Witness,,800s,chloritic schist,Indian and Southeast Asian Art,https://clevelandart.org/art/1935.146,https://openaccess-cdn.clevelandart.org/1935.146/1935.146_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_168322,artworks_met/cma_0162_168322.jpg,168322,Icon of the Mother of God and Infant Christ (Virgin Eleousa),"Angelos Akotantos (Cretan, died 1450)",c. 1425–50,tempera and gold on wood,Medieval Art,https://clevelandart.org/art/2010.154,https://openaccess-cdn.clevelandart.org/2010.154/2010.154_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_129216,artworks_met/cma_0163_129216.jpg,129216,Front Cover for a Gospel Book of French Cardinal Jean La Balou (1421-1491),,c. 1467–68,nielloed silver plaques within gilt-silver borders,Medieval Art,https://clevelandart.org/art/1952.109,https://openaccess-cdn.clevelandart.org/1952.109/1952.109_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149101,artworks_met/cma_0164_149101.jpg,149101,"Corner Railing Pillar with Drinking Scenes, Yakshis, and Musicians",,100s CE,red sandstone,Indian and Southeast Asian Art,https://clevelandart.org/art/1977.34,https://openaccess-cdn.clevelandart.org/1977.34/1977.34_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135336,artworks_met/cma_0165_135336.jpg,135336,Berthe Morisot with a Muff,"Édouard Manet (French, 1832–1883)",c. 1871–72,oil on canvas,Modern European Painting and Sculpture,https://clevelandart.org/art/1958.34,https://openaccess-cdn.clevelandart.org/1958.34/1958.34_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_112876,artworks_met/cma_0166_112876.jpg,112876,Portable Altar of Countess Gertrude,,c. 1045,"gold, cloisonné enamel, porphyry, gems, pearls, niello, wood core",Medieval Art,https://clevelandart.org/art/1931.462,https://openaccess-cdn.clevelandart.org/1931.462/1931.462_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_141644,artworks_met/cma_0167_141644.jpg,141644,Jonah Cast Up,,280–90 CE,marble,Medieval Art,https://clevelandart.org/art/1965.238,https://openaccess-cdn.clevelandart.org/1965.238/1965.238_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_122979,artworks_met/cma_0168_122979.jpg,122979,Saluting Protective Spirit,,883–859 BCE,gypsum,Egyptian and Ancient Near Eastern Art,https://clevelandart.org/art/1943.246,https://openaccess-cdn.clevelandart.org/1943.246/1943.246_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147084,artworks_met/cma_0169_147084.jpg,147084,Virupa,,early 1400s,"Gilt bronze with silver, stones, and pigment",Chinese Art,https://clevelandart.org/art/1972.96,https://openaccess-cdn.clevelandart.org/1972.96/1972.96_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_137298,artworks_met/cma_0170_137298.jpg,137298,Prayer Niche (Mihrab),,c. 1500s or mid-1900s,ceramic mosaic,Islamic Art,https://clevelandart.org/art/1962.23,https://openaccess-cdn.clevelandart.org/1962.23/1962.23_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147480,artworks_met/cma_0171_147480.jpg,147480,Ballgame Hip Protector (Yoke),,600–900,"greenstone, pigment",Art of the Americas,https://clevelandart.org/art/1973.213,https://openaccess-cdn.clevelandart.org/1973.213/1973.213_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147155,artworks_met/cma_0172_147155.jpg,147155,Zaō Gongen,,1200s,wood,Japanese Art,https://clevelandart.org/art/1973.105,https://openaccess-cdn.clevelandart.org/1973.105/1973.105_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_136680,artworks_met/cma_0173_136680.jpg,136680,Saint Jerome,"Jusepe de Ribera (Spanish, 1591–1652)",c. 1638–40,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1961.219,https://openaccess-cdn.clevelandart.org/1961.219/1961.219_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135185,artworks_met/cma_0174_135185.jpg,135185,Mount Sainte-Victoire,"Paul Cezanne (French, 1839–1906)",c. 1904,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1958.21,https://openaccess-cdn.clevelandart.org/1958.21/1958.21_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_152017,artworks_met/cma_0175_152017.jpg,152017,Fire-flame Cooking Vessel (Ka'en Doki),,c. 2500 BCE,Earthenware with carved and applied decoration,Japanese Art,https://clevelandart.org/art/1984.68,https://openaccess-cdn.clevelandart.org/1984.68/1984.68_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_121188,artworks_met/cma_0176_121188.jpg,121188,Romaine Lacaux,"Pierre-Auguste Renoir (French, 1841–1919)",1864,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1942.1065,https://openaccess-cdn.clevelandart.org/1942.1065/1942.1065_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_123168,artworks_met/cma_0177_123168.jpg,123168,The Call,"Paul Gauguin (French, 1848–1903)",1902,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1943.392,https://openaccess-cdn.clevelandart.org/1943.392/1943.392_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_141935,artworks_met/cma_0178_141935.jpg,141935,Samuel Williams,"Washington Allston (American, 1779–1843)",c. 1817,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1965.474,https://openaccess-cdn.clevelandart.org/1965.474/1965.474_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_136217,artworks_met/cma_0179_136217.jpg,136217,Christ and the Virgin in the House at Nazareth,"Francisco de Zurbarán (Spanish, 1598–1664)",c. 1640,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1960.117,https://openaccess-cdn.clevelandart.org/1960.117/1960.117_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135420,artworks_met/cma_0180_135420.jpg,135420,Morning Glory with Black,"Georgia O'Keeffe (American, 1887–1986)",1926,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1958.42,https://openaccess-cdn.clevelandart.org/1958.42/1958.42_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_130939,artworks_met/cma_0181_130939.jpg,130939,Amulet in the Form of a Seated Figure with Bovine Head,,c. 4700–2920 BCE,jade (nephrite),Chinese Art,https://clevelandart.org/art/1953.628,https://openaccess-cdn.clevelandart.org/1953.628/1953.628_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_144495,artworks_met/cma_0182_144495.jpg,144495,Buffalo Mask,,early to mid-1900s,"Wood, plant fibers, paint, and iron",African Art,https://clevelandart.org/art/1969.2,https://openaccess-cdn.clevelandart.org/1969.2/1969.2_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_161427,artworks_met/cma_0183_161427.jpg,161427,Tomb Guardian with Animal Head,,early 700s,"glazed earthenware, sancai (three-color) ware",Chinese Art,https://clevelandart.org/art/2000.118.1,https://openaccess-cdn.clevelandart.org/2000.118.1/2000.118.1_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_144961,artworks_met/cma_0184_144961.jpg,144961,Green Tara,"Aniko (Nepalese, active in Tibet mid- to late 1200s)","c. 1260s, mounted 2020","thangka; gum tempera, ink, and gold on sized cotton; mount: silk",Indian and Southeast Asian Art,https://clevelandart.org/art/1970.156,https://openaccess-cdn.clevelandart.org/1970.156/1970.156_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_114684,artworks_met/cma_0185_114684.jpg,114684,Virgin and Child,"Hans Memling (Netherlandish, 1494)",c. 1470–80,oil on wood,Medieval Art,https://clevelandart.org/art/1934.29,https://openaccess-cdn.clevelandart.org/1934.29/1934.29_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147519,artworks_met/cma_0186_147519.jpg,147519,Ballgame Palma,,c. 900–1100,stone,Art of the Americas,https://clevelandart.org/art/1973.3,https://openaccess-cdn.clevelandart.org/1973.3/1973.3_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_119326,artworks_met/cma_0187_119326.jpg,119326,Teapot,"Nathaniel Hurd (American, 1730–1778)",c. 1755–60,"Silver, Wood",Decorative Art and Design,https://clevelandart.org/art/1940.228,https://openaccess-cdn.clevelandart.org/1940.228/1940.228_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_144280,artworks_met/cma_0188_144280.jpg,144280,Apis Bull,,400–100 BCE,serpentinite,Egyptian and Ancient Near Eastern Art,https://clevelandart.org/art/1969.118,https://openaccess-cdn.clevelandart.org/1969.118/1969.118_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_142298,artworks_met/cma_0189_142298.jpg,142298,Antiochus and Stratonice,"Jean-Auguste-Dominique Ingres (French, 1780–1867)",c. 1838,oil on linen,Modern European Painting and Sculpture,https://clevelandart.org/art/1966.13,https://openaccess-cdn.clevelandart.org/1966.13/1966.13_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_129300,artworks_met/cma_0190_129300.jpg,129300,George III,"Benjamin West (American, 1738–1820)",1783,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1952.17,https://openaccess-cdn.clevelandart.org/1952.17/1952.17_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_93992,artworks_met/cma_0191_93992.jpg,93992,Stele with Sakyamuni and Bodhisattvas,,537,limestone,Chinese Art,https://clevelandart.org/art/1914.567,https://openaccess-cdn.clevelandart.org/1914.567/1914.567_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_145473,artworks_met/cma_0192_145473.jpg,145473,The Kiss of Peace and Justice,"Laurent de La Hyre (French, 1606–1656)",1654,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1971.102,https://openaccess-cdn.clevelandart.org/1971.102/1971.102_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_130360,artworks_met/cma_0193_130360.jpg,130360,Torso of a Kouros,,c. 550 BCE,marble,Greek and Roman Art,https://clevelandart.org/art/1953.125,https://openaccess-cdn.clevelandart.org/1953.125/1953.125_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_165154,artworks_met/cma_0194_165154.jpg,165154,Brahma-Shiva,,900s,granite,Indian and Southeast Asian Art,https://clevelandart.org/art/2007.155,https://openaccess-cdn.clevelandart.org/2007.155/2007.155_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_125101,artworks_met/cma_0195_125101.jpg,125101,Figural Pendant,,400–700,cast gold,Art of the Americas,https://clevelandart.org/art/1946.80,https://openaccess-cdn.clevelandart.org/1946.80/1946.80_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_93984,artworks_met/cma_0196_93984.jpg,93984,Coffin of Bakenmut,,c. 1000–900 BCE,gessoed and painted sycamore fig,Egyptian and Ancient Near Eastern Art,https://clevelandart.org/art/1914.561,https://openaccess-cdn.clevelandart.org/1914.561/1914.561_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149105,artworks_met/cma_0197_149105.jpg,149105,Scenes of Witchcraft: Morning,"Salvator Rosa (Italian, 1615–1673)",c. 1645–1649,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1977.37.1,https://openaccess-cdn.clevelandart.org/1977.37.1/1977.37.1_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149107,artworks_met/cma_0198_149107.jpg,149107,Scenes of Witchcraft: Evening,"Salvator Rosa (Italian, 1615–1673)",c. 1645–49,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1977.37.3,https://openaccess-cdn.clevelandart.org/1977.37.3/1977.37.3_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_102549,artworks_met/cma_0199_102549.jpg,102549,Virgin and Child Enthroned with Saints Francis and Giovanni Gualberto,"Benedetto Buglioni (Italian, 1461–1521)",c. 1510–20,glazed terracotta,European Painting and Sculpture,https://clevelandart.org/art/1921.1180,https://openaccess-cdn.clevelandart.org/1921.1180/1921.1180_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_108541,artworks_met/cma_0200_108541.jpg,108541,The Holy Family with Mary Magdalen,"El Greco (Spanish, 1541–1614)",c. 1590–95,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1926.247,https://openaccess-cdn.clevelandart.org/1926.247/1926.247_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
met_39614,artworks_met/met_0001_39614.jpg,39614,Painting table,,late 16th–early 17th century,"Wood (huanghuali, Dalbergia odorifera)",Asian Art,https://www.metmuseum.org/art/collection/search/39614,https://images.metmuseum.org/CRDImages/as/web-large/DT4046.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_49068,artworks_met/met_0002_49068.jpg,49068,Bamboo in Snow,Dapeng Zhengkun (Taihō Shōkon),1774,Pair of hanging scrolls; ink on silk,Asian Art,https://www.metmuseum.org/art/collection/search/49068,https://images.metmuseum.org/CRDImages/as/web-large/DP276881.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_51776,artworks_met/met_0003_51776.jpg,51776,Painting,Bi Chang,18th–19th century,Album with ten leaves (eight paintings and two title leaves); ink and color on paper,Asian Art,https://www.metmuseum.org/art/collection/search/51776,https://images.metmuseum.org/CRDImages/as/web-large/DP154526.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_51867,artworks_met/met_0004_51867.jpg,51867,Painting,Unidentified artist,20th century,Leaf from an album; ink on paper,Asian Art,https://www.metmuseum.org/art/collection/search/51867,https://images.metmuseum.org/CRDImages/as/web-large/DP154392.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_51868,artworks_met/met_0005_51868.jpg,51868,Painting,Unidentified artist,20th century,Leaf from an album; ink on paper,Asian Art,https://www.metmuseum.org/art/collection/search/51868,https://images.metmuseum.org/CRDImages/as/web-large/DP154393.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_53750,artworks_met/met_0006_53750.jpg,53750,Painting,,,Twelve small paintings; on silk?,Asian Art,https://www.metmuseum.org/art/collection/search/53750,https://images.metmuseum.org/CRDImages/as/web-large/LC-14_76_70h_1-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_57329,artworks_met/met_0007_57329.jpg,57329,Painting,Shibata Zeshin,19th century,Album of seventeen sketches; watercolor on paper; mounted on natural silk,Asian Art,https://www.metmuseum.org/art/collection/search/57329,https://images.metmuseum.org/CRDImages/as/web-large/DP205561.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_78057,artworks_met/met_0008_78057.jpg,78057,"Zen Master with Meditation Staff, and Chinese-Style Landscapes",Unkoku Tōeki,probably late 1620s–1644,Set of three hanging scrolls; ink on paper,Asian Art,https://www.metmuseum.org/art/collection/search/78057,https://images.metmuseum.org/CRDImages/as/web-large/DP-14063-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_199313,artworks_met/met_0009_199313.jpg,199313,Portrait of Napoleon I,baron François Gérard,"designed 1805, woven 1808–11","Wool, silk, silver-gilt thread (26-28 warps per inch, 10-12 per cm.); gilded pine frame",European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/199313,https://images.metmuseum.org/CRDImages/es/web-large/DP-25866-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_245840,artworks_met/met_0010_245840.jpg,245840,Wall painting fragment,,2nd–3rd century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/245840,https://images.metmuseum.org/CRDImages/gr/web-large/DP145600.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_245845,artworks_met/met_0011_245845.jpg,245845,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/245845,https://images.metmuseum.org/CRDImages/gr/web-large/DP112918.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_245846,artworks_met/met_0012_245846.jpg,245846,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/245846,https://images.metmuseum.org/CRDImages/gr/web-large/DP112919.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_245847,artworks_met/met_0013_245847.jpg,245847,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/245847,https://images.metmuseum.org/CRDImages/gr/web-large/DP112920.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_248130,artworks_met/met_0014_248130.jpg,248130,Wall painting,,ca. 40–30 BCE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/248130,https://images.metmuseum.org/CRDImages/gr/web-large/DP165470.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_250939,artworks_met/met_0015_250939.jpg,250939,"Wall painting on black ground: landscape, from the imperial villa at Boscotrecase",,last decade of the 1st century BCE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/250939,https://images.metmuseum.org/CRDImages/gr/web-large/DP146610.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_252979,artworks_met/met_0016_252979.jpg,252979,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/252979,https://images.metmuseum.org/CRDImages/gr/web-large/DP112911.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253324,artworks_met/met_0017_253324.jpg,253324,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253324,https://images.metmuseum.org/CRDImages/gr/web-large/DP112914.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253326,artworks_met/met_0018_253326.jpg,253326,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253326,https://images.metmuseum.org/CRDImages/gr/web-large/DP112915.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253329,artworks_met/met_0019_253329.jpg,253329,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253329,https://images.metmuseum.org/CRDImages/gr/web-large/DP112916.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253330,artworks_met/met_0020_253330.jpg,253330,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253330,https://images.metmuseum.org/CRDImages/gr/web-large/DP112912.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253331,artworks_met/met_0021_253331.jpg,253331,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253331,https://images.metmuseum.org/CRDImages/gr/web-large/DP112913.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253333,artworks_met/met_0022_253333.jpg,253333,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253333,https://images.metmuseum.org/CRDImages/gr/web-large/DP114267.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253334,artworks_met/met_0023_253334.jpg,253334,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253334,https://images.metmuseum.org/CRDImages/gr/web-large/DP114268.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253335,artworks_met/met_0024_253335.jpg,253335,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253335,https://images.metmuseum.org/CRDImages/gr/web-large/DP114269.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253337,artworks_met/met_0025_253337.jpg,253337,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253337,https://images.metmuseum.org/CRDImages/gr/web-large/DP114270.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_253338,artworks_met/met_0026_253338.jpg,253338,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/253338,https://images.metmuseum.org/CRDImages/gr/web-large/DP114271.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_254440,artworks_met/met_0027_254440.jpg,254440,Wall painting fragment,,1st century CE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/254440,https://images.metmuseum.org/CRDImages/gr/web-large/DP114272.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_256186,artworks_met/met_0028_256186.jpg,256186,Wall painting,,mid-4th century BCE,Fresco,Greek and Roman Art,https://www.metmuseum.org/art/collection/search/256186,https://images.metmuseum.org/CRDImages/gr/web-large/DP350061.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_351287,artworks_met/met_0029_351287.jpg,351287,Painting,Gilles Demarteau,,Chalk manner etching and engraving printed in brown ink,Drawings and Prints,https://www.metmuseum.org/art/collection/search/351287,https://images.metmuseum.org/CRDImages/dp/web-large/DP825970.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_394633,artworks_met/met_0030_394633.jpg,394633,Painting,Marie Madeleine Igonet,1752,Etching and engraving,Drawings and Prints,https://www.metmuseum.org/art/collection/search/394633,https://images.metmuseum.org/CRDImages/dp/web-large/DP826386.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_394741,artworks_met/met_0031_394741.jpg,394741,Painting,Louis Félix de La Rue,,Etching,Drawings and Prints,https://www.metmuseum.org/art/collection/search/394741,https://images.metmuseum.org/CRDImages/dp/web-large/DP826251.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_435641,artworks_met/met_0032_435641.jpg,435641,Madonna and Child,Giovanni Bellini,late 1480s,Oil on wood,European Paintings,https://www.metmuseum.org/art/collection/search/435641,https://images.metmuseum.org/CRDImages/ep/web-large/DT375.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_435658,artworks_met/met_0033_435658.jpg,435658,Madonna and Child,Berlinghiero,possibly 1230s,"Tempera on wood, gold ground",European Paintings,https://www.metmuseum.org/art/collection/search/435658,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26882-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_435744,artworks_met/met_0034_435744.jpg,435744,Virgin and Child with the Young Saint John the Baptist and Angels,François Boucher,1765,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/435744,https://images.metmuseum.org/CRDImages/ep/web-large/DP123935.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_435810,artworks_met/met_0035_435810.jpg,435810,A Woodland Road with Travelers,Jan Brueghel the Elder,1607,Oil on wood,European Paintings,https://www.metmuseum.org/art/collection/search/435810,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19631-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_435992,artworks_met/met_0036_435992.jpg,435992,"Saints Peter, Martha, Mary Magdalen, and Leonard",Correggio (Antonio Allegri),ca. 1515,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/435992,https://images.metmuseum.org/CRDImages/ep/web-large/DT2838.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436122,artworks_met/met_0037_436122.jpg,436122,The Collector of Prints,Edgar Degas,1866,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436122,https://images.metmuseum.org/CRDImages/ep/web-large/DP-25461-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436258,artworks_met/met_0038_436258.jpg,436258,Self-Portrait,Anthony van Dyck,ca. 1620–21,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436258,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23705-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436262,artworks_met/met_0039_436262.jpg,436262,Virgin and Child with Saint Catherine of Alexandria,Anthony van Dyck,ca. 1630,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436262,https://images.metmuseum.org/CRDImages/ep/web-large/DT5286.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436541,artworks_met/met_0040_436541.jpg,436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),1792,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436541,https://images.metmuseum.org/CRDImages/ep/web-large/DP-28009-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436572,artworks_met/met_0041_436572.jpg,436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),ca. 1570,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436572,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26505-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
